Index Name;Security Ticker;Company Ticker;ISIN;Action;Ex Date;Amount;Currency;Further Details;Factor;
Syntax Cap Weighted US Core Index(PR);WDR US Equity;Waddell & Reed Financial Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.43;USD;;;
Syntax Cap Weighted US Core Index(PR);PDCO US Equity;Patterson Cos Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Core Index(PR);ACM US Equity;AECOM Technology Corp; ;Name Change;2015-01-06;;; OLD NAME-AECOM Technology Corp NEW NAME-AECOM;;
Syntax Cap Weighted US Core Index(PR);MSM US Equity;MSC Industrial Direct Co Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.40;USD;;;
Syntax Cap Weighted US Core Index(PR);GNTX US Equity;Gentex Corp/MI; ;Cash Dividend;2015-01-05;Gross Amt.=.08;USD;;;
Syntax Cap Weighted US Core Index(PR);RPM US Equity;RPM International Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Core Index(PR);OGE US Equity;OGE Energy Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Core Index(PR);DRI US Equity;Darden Restaurants Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Syntax Cap Weighted US Core Index(PR);UDR US Equity;UDR Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Core Index(PR);CPB US Equity;Campbell Soup Co; ;Cash Dividend;2015-01-08;Gross Amt.=.312;USD;;;
Syntax Cap Weighted US Core Index(PR);MAS US Equity;Masco Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.09;USD;;;
Syntax Cap Weighted US Core Index(PR);DGX US Equity;Quest Diagnostics Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.33;USD;;;
Syntax Cap Weighted US Core Index(PR);GPS US Equity;Gap Inc/The; ;Cash Dividend;2015-01-05;Gross Amt.=.22;USD;;;
Syntax Cap Weighted US Core Index(PR);NTAP US Equity;NetApp Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.165;USD;;;
Syntax Cap Weighted US Core Index(PR);LNC US Equity;Lincoln National Corp; ;Cash Dividend;2015-01-08;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Core Index(PR);ROP US Equity;Roper Industries Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Core Index(PR);GMCR US Equity;Keurig Green Mountain Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.2875;USD;;;
Syntax Cap Weighted US Core Index(PR);INTU US Equity;Intuit Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Core Index(PR);GIS US Equity;General Mills Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.41;USD;;;
Syntax Cap Weighted US Core Index(PR);RTN US Equity;Raytheon Co; ;Cash Dividend;2015-01-05;Gross Amt.=.605;USD;;;
Syntax Cap Weighted US Core Index(PR);MON US Equity;Monsanto Co; ;Cash Dividend;2015-01-07;Gross Amt.=.49;USD;;;
Syntax Cap Weighted US Core Index(PR);MA US Equity;MasterCard Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.16;USD;;;
Syntax Cap Weighted US Core Index(PR);AXP US Equity;American Express Co; ;Cash Dividend;2015-01-07;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Core Index(PR);CMCSA US Equity;Comcast Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.225;USD;;;
Syntax Cap Weighted US Core Index(PR);ORCL US Equity;Oracle Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.12;USD;;;
Syntax Cap Weighted US Core Index(PR);T US Equity;AT&T Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.47;USD;;;
Syntax Cap Weighted US Core Index(PR);VZ US Equity;Verizon Communications Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Locus Global Information Products & Services PR;WDR US Equity;Waddell & Reed Financial Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.43;USD;;;
Locus Global Information Products & Services PR;CMCSA US Equity;Comcast Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.225;USD;;;
Locus Global Information Products & Services PR;T US Equity;AT&T Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.47;USD;;;
Locus Global Information Products & Services PR;VZ US Equity;Verizon Communications Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Locus Global Information Products & Services PR;MA US Equity;MasterCard Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.16;USD;;;
Locus Global Information Products & Services PR;NYT US Equity;New York Times Co/The; ;Cash Dividend;2015-01-12;Gross Amt.=.04;USD;;;
Syntax Cap Weighted US Core Index(TR);NYT US Equity;New York Times Co/The; ;Cash Dividend;2015-01-12;Gross Amt.=.04;USD;;;
Syntax Cap Weighted US Core Index(TR);IDCC US Equity;InterDigital Inc/PA; ;Cash Dividend;2015-01-12;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Core Index(TR);WGL US Equity;WGL Holdings Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.44;USD;;;
Syntax Cap Weighted US Core Index(TR);WPG US Equity;Washington Prime Group Inc; ;Cash Dividend;2015-01-12;Gross Amt.=.28;USD;;;
Syntax Cap Weighted US Core Index(TR);LSTR US Equity;Landstar System Inc; ;special cash;2015-01-08;Gross Amt.=1;USD;;;
Syntax Cap Weighted US Core Index(TR);FEIC US Equity;FEI Co; ;Cash Dividend;2015-01-05;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Core Index(TR);WDR US Equity;Waddell & Reed Financial Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.43;USD;;;
Syntax Cap Weighted US Core Index(TR);PDCO US Equity;Patterson Cos Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Core Index(TR);ACM US Equity;AECOM Technology Corp; ;Name Change;2015-01-06;;; OLD NAME-AECOM Technology Corp NEW NAME-AECOM;;
Syntax Cap Weighted US Core Index(TR);MSM US Equity;MSC Industrial Direct Co Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.40;USD;;;
Syntax Cap Weighted US Core Index(TR);GNTX US Equity;Gentex Corp/MI; ;Cash Dividend;2015-01-05;Gross Amt.=.08;USD;;;
Syntax Cap Weighted US Core Index(TR);RPM US Equity;RPM International Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Core Index(TR);OGE US Equity;OGE Energy Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Core Index(TR);DRI US Equity;Darden Restaurants Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Syntax Cap Weighted US Core Index(TR);UDR US Equity;UDR Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Core Index(TR);CPB US Equity;Campbell Soup Co; ;Cash Dividend;2015-01-08;Gross Amt.=.312;USD;;;
Syntax Cap Weighted US Core Index(TR);MAS US Equity;Masco Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.09;USD;;;
Syntax Cap Weighted US Core Index(TR);DGX US Equity;Quest Diagnostics Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.33;USD;;;
Syntax Cap Weighted US Core Index(TR);GPS US Equity;Gap Inc/The; ;Cash Dividend;2015-01-05;Gross Amt.=.22;USD;;;
Syntax Cap Weighted US Core Index(TR);NTAP US Equity;NetApp Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.165;USD;;;
Syntax Cap Weighted US Core Index(TR);LNC US Equity;Lincoln National Corp; ;Cash Dividend;2015-01-08;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Core Index(TR);ROP US Equity;Roper Industries Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Core Index(TR);GMCR US Equity;Keurig Green Mountain Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.2875;USD;;;
Syntax Cap Weighted US Core Index(TR);INTU US Equity;Intuit Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Core Index(TR);GIS US Equity;General Mills Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.41;USD;;;
Syntax Cap Weighted US Core Index(TR);RTN US Equity;Raytheon Co; ;Cash Dividend;2015-01-05;Gross Amt.=.605;USD;;;
Syntax Cap Weighted US Core Index(TR);MON US Equity;Monsanto Co; ;Cash Dividend;2015-01-07;Gross Amt.=.49;USD;;;
Syntax Cap Weighted US Core Index(TR);MA US Equity;MasterCard Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.16;USD;;;
Syntax Cap Weighted US Core Index(TR);AXP US Equity;American Express Co; ;Cash Dividend;2015-01-07;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Core Index(TR);CMCSA US Equity;Comcast Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.225;USD;;;
Syntax Cap Weighted US Core Index(TR);ORCL US Equity;Oracle Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.12;USD;;;
Syntax Cap Weighted US Core Index(TR);T US Equity;AT&T Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.47;USD;;;
Syntax Cap Weighted US Core Index(TR);VZ US Equity;Verizon Communications Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Syntax Cap Weighted US Financial Products & Services Index(PR);WPG US Equity;Washington Prime Group Inc; ;Cash Dividend;2015-01-12;Gross Amt.=.28;USD;;;
Syntax Cap Weighted US Financial Products & Services Index(PR);UDR US Equity;UDR Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Financial Products & Services Index(PR);LNC US Equity;Lincoln National Corp; ;Cash Dividend;2015-01-08;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Financial Products & Services Index(PR);AXP US Equity;American Express Co; ;Cash Dividend;2015-01-07;Gross Amt.=.26;USD;;;
Locus Global Information Products & Services TR;WDR US Equity;Waddell & Reed Financial Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.43;USD;;;
Locus Global Information Products & Services TR;CMCSA US Equity;Comcast Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.225;USD;;;
Locus Global Information Products & Services TR;T US Equity;AT&T Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.47;USD;;;
Locus Global Information Products & Services TR;VZ US Equity;Verizon Communications Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Locus Global Information Products & Services TR;MA US Equity;MasterCard Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.16;USD;;;
Locus Global Information Products & Services TR;NYT US Equity;New York Times Co/The; ;Cash Dividend;2015-01-12;Gross Amt.=.04;USD;;;
Syntax Cap Weighted US Financial Products & Services Index(TR);WPG US Equity;Washington Prime Group Inc; ;Cash Dividend;2015-01-12;Gross Amt.=.28;USD;;;
Syntax Cap Weighted US Financial Products & Services Index(TR);UDR US Equity;UDR Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Financial Products & Services Index(TR);LNC US Equity;Lincoln National Corp; ;Cash Dividend;2015-01-08;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Financial Products & Services Index(TR);AXP US Equity;American Express Co; ;Cash Dividend;2015-01-07;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Energy Products & Services Index(PR);WGL US Equity;WGL Holdings Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.44;USD;;;
Syntax Cap Weighted US Energy Products & Services Index(PR);OGE US Equity;OGE Energy Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Locus Global Consumer Products & Services PR;GNTX US Equity;Gentex Corp/MI; ;Cash Dividend;2015-01-05;Gross Amt.=.08;USD;;;
Locus Global Consumer Products & Services PR;GPS US Equity;Gap Inc/The; ;Cash Dividend;2015-01-05;Gross Amt.=.22;USD;;;
Locus Global Consumer Products & Services PR;GMCR US Equity;Keurig Green Mountain Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.2875;USD;;;
Locus Global Consumer Products & Services PR;MAS US Equity;Masco Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.09;USD;;;
Locus US Industrial Products & Services Index (PR);RPM US Equity;RPM International Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Locus US Industrial Products & Services Index (PR);FEIC US Equity;FEI Co; ;Cash Dividend;2015-01-05;Gross Amt.=.25;USD;;;
Locus US Industrial Products & Services Index (PR);ROP US Equity;Roper Industries Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Locus US Industrial Products & Services Index (PR);MSM US Equity;MSC Industrial Direct Co Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.40;USD;;;
Locus US Industrial Products & Services Index (PR);MON US Equity;Monsanto Co; ;Cash Dividend;2015-01-07;Gross Amt.=.49;USD;;;
Locus US Industrial Products & Services Index (PR);RTN US Equity;Raytheon Co; ;Cash Dividend;2015-01-05;Gross Amt.=.605;USD;;;
Locus US Industrial Products & Services Index (PR);ACM US Equity;AECOM Technology Corp; ;Name Change;2015-01-06;;; OLD NAME-AECOM Technology Corp NEW NAME-AECOM;;
Locus US Industrial Products & Services Index (PR);LSTR US Equity;Landstar System Inc; ;special cash;2015-01-08;Gross Amt.=1;USD;;;
Syntax Cap Weighted US Energy Products & Services Index(TR);WGL US Equity;WGL Holdings Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.44;USD;;;
Syntax Cap Weighted US Energy Products & Services Index(TR);OGE US Equity;OGE Energy Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Locus Global Consumer Products & Services TR;GNTX US Equity;Gentex Corp/MI; ;Cash Dividend;2015-01-05;Gross Amt.=.08;USD;;;
Locus Global Consumer Products & Services TR;GPS US Equity;Gap Inc/The; ;Cash Dividend;2015-01-05;Gross Amt.=.22;USD;;;
Locus Global Consumer Products & Services TR;GMCR US Equity;Keurig Green Mountain Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.2875;USD;;;
Locus Global Consumer Products & Services TR;MAS US Equity;Masco Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.09;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(PR);LSTR US Equity;Landstar System Inc; ;special cash;2015-01-08;Gross Amt.=1;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(PR);FEIC US Equity;FEI Co; ;Cash Dividend;2015-01-05;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(PR);ACM US Equity;AECOM Technology Corp; ;Name Change;2015-01-06;;; OLD NAME-AECOM Technology Corp NEW NAME-AECOM;;
Syntax Cap Weighted US Industrial Products & Services Index(PR);MSM US Equity;MSC Industrial Direct Co Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.40;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(PR);RPM US Equity;RPM International Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(PR);ROP US Equity;Roper Industries Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(PR);RTN US Equity;Raytheon Co; ;Cash Dividend;2015-01-05;Gross Amt.=.605;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(PR);MON US Equity;Monsanto Co; ;Cash Dividend;2015-01-07;Gross Amt.=.49;USD;;;
Locus US Industrial Products & Services Index (TR);RPM US Equity;RPM International Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Locus US Industrial Products & Services Index (TR);FEIC US Equity;FEI Co; ;Cash Dividend;2015-01-05;Gross Amt.=.25;USD;;;
Locus US Industrial Products & Services Index (TR);ROP US Equity;Roper Industries Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Locus US Industrial Products & Services Index (TR);MSM US Equity;MSC Industrial Direct Co Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.40;USD;;;
Locus US Industrial Products & Services Index (TR);MON US Equity;Monsanto Co; ;Cash Dividend;2015-01-07;Gross Amt.=.49;USD;;;
Locus US Industrial Products & Services Index (TR);RTN US Equity;Raytheon Co; ;Cash Dividend;2015-01-05;Gross Amt.=.605;USD;;;
Locus US Industrial Products & Services Index (TR);ACM US Equity;AECOM Technology Corp; ;Name Change;2015-01-06;;; OLD NAME-AECOM Technology Corp NEW NAME-AECOM;;
Locus US Industrial Products & Services Index (TR);LSTR US Equity;Landstar System Inc; ;special cash;2015-01-08;Gross Amt.=1;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(TR);LSTR US Equity;Landstar System Inc; ;special cash;2015-01-08;Gross Amt.=1;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(TR);FEIC US Equity;FEI Co; ;Cash Dividend;2015-01-05;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(TR);ACM US Equity;AECOM Technology Corp; ;Name Change;2015-01-06;;; OLD NAME-AECOM Technology Corp NEW NAME-AECOM;;
Syntax Cap Weighted US Industrial Products & Services Index(TR);MSM US Equity;MSC Industrial Direct Co Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.40;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(TR);RPM US Equity;RPM International Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.26;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(TR);ROP US Equity;Roper Industries Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(TR);RTN US Equity;Raytheon Co; ;Cash Dividend;2015-01-05;Gross Amt.=.605;USD;;;
Syntax Cap Weighted US Industrial Products & Services Index(TR);MON US Equity;Monsanto Co; ;Cash Dividend;2015-01-07;Gross Amt.=.49;USD;;;
Locus Global Food Products & Services PR;ABEV US Equity;Ambev SA; ;Cash Dividend;2015-01-08;Gross Amt.=.035487;USD;;;
Locus Global Food Products & Services PR;CPB US Equity;Campbell Soup Co; ;Cash Dividend;2015-01-08;Gross Amt.=.312;USD;;;
Locus Global Food Products & Services PR;GIS US Equity;General Mills Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.41;USD;;;
Locus Global Food Products & Services PR;DRI US Equity;Darden Restaurants Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Syntax Cap Weighted US Information Tools Products & Services Index(PR);IDCC US Equity;InterDigital Inc/PA; ;Cash Dividend;2015-01-12;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Information Tools Products & Services Index(PR);NTAP US Equity;NetApp Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.165;USD;;;
Syntax Cap Weighted US Information Tools Products & Services Index(PR);INTU US Equity;Intuit Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Information Tools Products & Services Index(PR);ORCL US Equity;Oracle Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.12;USD;;;
Locus Global Food Products & Services TR;ABEV US Equity;Ambev SA; ;Cash Dividend;2015-01-08;Gross Amt.=.035487;USD;;;
Locus Global Food Products & Services TR;CPB US Equity;Campbell Soup Co; ;Cash Dividend;2015-01-08;Gross Amt.=.312;USD;;;
Locus Global Food Products & Services TR;GIS US Equity;General Mills Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.41;USD;;;
Locus Global Food Products & Services TR;DRI US Equity;Darden Restaurants Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Locus US Information Tools Index (PR);IDCC US Equity;InterDigital Inc/PA; ;Cash Dividend;2015-01-12;Gross Amt.=.20;USD;;;
Locus US Information Tools Index (PR);ORCL US Equity;Oracle Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.12;USD;;;
Locus US Information Tools Index (PR);NTAP US Equity;NetApp Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.165;USD;;;
Locus US Information Tools Index (PR);INTU US Equity;Intuit Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Information Tools Products & Services Index(TR);IDCC US Equity;InterDigital Inc/PA; ;Cash Dividend;2015-01-12;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Information Tools Products & Services Index(TR);NTAP US Equity;NetApp Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.165;USD;;;
Syntax Cap Weighted US Information Tools Products & Services Index(TR);INTU US Equity;Intuit Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Information Tools Products & Services Index(TR);ORCL US Equity;Oracle Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.12;USD;;;
Locus US Information Tools Index (TR);IDCC US Equity;InterDigital Inc/PA; ;Cash Dividend;2015-01-12;Gross Amt.=.20;USD;;;
Locus US Information Tools Index (TR);ORCL US Equity;Oracle Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.12;USD;;;
Locus US Information Tools Index (TR);NTAP US Equity;NetApp Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.165;USD;;;
Locus US Information Tools Index (TR);INTU US Equity;Intuit Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.25;USD;;;
Syntax Cap Weighted US Information Products & Services Index(PR);NYT US Equity;New York Times Co/The; ;Cash Dividend;2015-01-12;Gross Amt.=.04;USD;;;
Syntax Cap Weighted US Information Products & Services Index(PR);WDR US Equity;Waddell & Reed Financial Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.43;USD;;;
Syntax Cap Weighted US Information Products & Services Index(PR);MA US Equity;MasterCard Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.16;USD;;;
Syntax Cap Weighted US Information Products & Services Index(PR);CMCSA US Equity;Comcast Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.225;USD;;;
Syntax Cap Weighted US Information Products & Services Index(PR);T US Equity;AT&T Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.47;USD;;;
Syntax Cap Weighted US Information Products & Services Index(PR);VZ US Equity;Verizon Communications Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Locus Global Healthcare Products & Services PR;DGX US Equity;Quest Diagnostics Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.33;USD;;;
Locus Global Healthcare Products & Services PR;PDCO US Equity;Patterson Cos Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.20;USD;;;
Locus US Information Products & Services Index (PR);WDR US Equity;Waddell & Reed Financial Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.43;USD;;;
Locus US Information Products & Services Index (PR);MA US Equity;MasterCard Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.16;USD;;;
Locus US Information Products & Services Index (PR);CMCSA US Equity;Comcast Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.225;USD;;;
Locus US Information Products & Services Index (PR);T US Equity;AT&T Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.47;USD;;;
Locus US Information Products & Services Index (PR);NYT US Equity;New York Times Co/The; ;Cash Dividend;2015-01-12;Gross Amt.=.04;USD;;;
Locus US Information Products & Services Index (PR);VZ US Equity;Verizon Communications Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Syntax Cap Weighted US Information Products & Services Index(TR);NYT US Equity;New York Times Co/The; ;Cash Dividend;2015-01-12;Gross Amt.=.04;USD;;;
Syntax Cap Weighted US Information Products & Services Index(TR);WDR US Equity;Waddell & Reed Financial Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.43;USD;;;
Syntax Cap Weighted US Information Products & Services Index(TR);MA US Equity;MasterCard Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.16;USD;;;
Syntax Cap Weighted US Information Products & Services Index(TR);CMCSA US Equity;Comcast Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.225;USD;;;
Syntax Cap Weighted US Information Products & Services Index(TR);T US Equity;AT&T Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.47;USD;;;
Syntax Cap Weighted US Information Products & Services Index(TR);VZ US Equity;Verizon Communications Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Locus US Information Products & Services Index (TR);WDR US Equity;Waddell & Reed Financial Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.43;USD;;;
Locus US Information Products & Services Index (TR);MA US Equity;MasterCard Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.16;USD;;;
Locus US Information Products & Services Index (TR);CMCSA US Equity;Comcast Corp; ;Cash Dividend;2015-01-05;Gross Amt.=.225;USD;;;
Locus US Information Products & Services Index (TR);T US Equity;AT&T Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.47;USD;;;
Locus US Information Products & Services Index (TR);NYT US Equity;New York Times Co/The; ;Cash Dividend;2015-01-12;Gross Amt.=.04;USD;;;
Locus US Information Products & Services Index (TR);VZ US Equity;Verizon Communications Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Syntax Cap Weighted US Consumer Products & Services Index(PR);GNTX US Equity;Gentex Corp/MI; ;Cash Dividend;2015-01-05;Gross Amt.=.08;USD;;;
Syntax Cap Weighted US Consumer Products & Services Index(PR);MAS US Equity;Masco Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.09;USD;;;
Syntax Cap Weighted US Consumer Products & Services Index(PR);GPS US Equity;Gap Inc/The; ;Cash Dividend;2015-01-05;Gross Amt.=.22;USD;;;
Syntax Cap Weighted US Consumer Products & Services Index(PR);GMCR US Equity;Keurig Green Mountain Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.2875;USD;;;
Syntax Cap Weighted US Consumer Products & Services Index(TR);GNTX US Equity;Gentex Corp/MI; ;Cash Dividend;2015-01-05;Gross Amt.=.08;USD;;;
Syntax Cap Weighted US Consumer Products & Services Index(TR);MAS US Equity;Masco Corp; ;Cash Dividend;2015-01-07;Gross Amt.=.09;USD;;;
Syntax Cap Weighted US Consumer Products & Services Index(TR);GPS US Equity;Gap Inc/The; ;Cash Dividend;2015-01-05;Gross Amt.=.22;USD;;;
Syntax Cap Weighted US Consumer Products & Services Index(TR);GMCR US Equity;Keurig Green Mountain Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.2875;USD;;;
Locus Global Healthcare Products & Services TR;DGX US Equity;Quest Diagnostics Inc; ;Cash Dividend;2015-01-09;Gross Amt.=.33;USD;;;
Locus Global Healthcare Products & Services TR;PDCO US Equity;Patterson Cos Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.20;USD;;;
Syntax Cap Weighted US Food Products & Services Index(PR);DRI US Equity;Darden Restaurants Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Syntax Cap Weighted US Food Products & Services Index(PR);CPB US Equity;Campbell Soup Co; ;Cash Dividend;2015-01-08;Gross Amt.=.312;USD;;;
Syntax Cap Weighted US Food Products & Services Index(PR);GIS US Equity;General Mills Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.41;USD;;;
Syntax Cap Weighted US Food Products & Services Index(TR);DRI US Equity;Darden Restaurants Inc; ;Cash Dividend;2015-01-07;Gross Amt.=.55;USD;;;
Syntax Cap Weighted US Food Products & Services Index(TR);CPB US Equity;Campbell Soup Co; ;Cash Dividend;2015-01-08;Gross Amt.=.312;USD;;;
Syntax Cap Weighted US Food Products & Services Index(TR);GIS US Equity;General Mills Inc; ;Cash Dividend;2015-01-08;Gross Amt.=.41;USD;;;
